epoch,aug_type,aug_value,train_loss,train_accuracy,test_loss,test_accuracy
3,zoom_range,1.0,0.0356550923145,0.989216666667,2.51063705711,0.5511
3,shear_range,0.5,0.0356550923145,0.989216666667,0.163955329897,0.9485
3,shear_range,1.0,0.0356550923145,0.989216666667,1.11574042743,0.753
4,,,0.0307484616433,0.990966666667,0.0359155478342,0.989
4,rotation_range,30,0.0307484616433,0.990966666667,0.228795906623,0.9304
4,rotation_range,34,0.0307484616433,0.990966666667,0.323652256207,0.9037
4,rotation_range,60,0.0307484616433,0.990966666667,1.50570489483,0.6822
4,rotation_range,75,0.0307484616433,0.990966666667,2.31355296326,0.5781
4,rotation_range,90,0.0307484616433,0.990966666667,2.99309429741,0.5081
4,width_shift_range,0.2,0.0307484616433,0.990966666667,1.22752848539,0.744
4,width_shift_range,0.5,0.0307484616433,0.990966666667,3.98649868622,0.3974
4,zoom_range,0.5,0.0307484616433,0.990966666667,0.677525970671,0.851
4,zoom_range,1.0,0.0307484616433,0.990966666667,2.6900257925,0.5449
4,shear_range,0.5,0.0307484616433,0.990966666667,0.148315636623,0.9539
4,shear_range,1.0,0.0307484616433,0.990966666667,1.06701624156,0.7619
5,,,0.0268671625918,0.991966666667,0.0325679163786,0.9891
5,rotation_range,30,0.0268671625918,0.991966666667,0.226157813239,0.9321
5,rotation_range,34,0.0268671625918,0.991966666667,0.323324705813,0.9046
5,rotation_range,60,0.0268671625918,0.991966666667,1.53955260878,0.6832
5,rotation_range,75,0.0268671625918,0.991966666667,2.36352451553,0.582
5,rotation_range,90,0.0268671625918,0.991966666667,3.05239711266,0.5116
5,width_shift_range,0.2,0.0268671625918,0.991966666667,1.20804181177,0.7518
5,width_shift_range,0.5,0.0268671625918,0.991966666667,4.07879693832,0.4018
5,zoom_range,0.5,0.0268671625918,0.991966666667,0.668211026788,0.8567
5,zoom_range,1.0,0.0268671625918,0.991966666667,2.7432672987,0.5508
5,shear_range,0.5,0.0268671625918,0.991966666667,0.147003494192,0.9539
5,shear_range,1.0,0.0268671625918,0.991966666667,1.13192744069,0.7592
6,,,0.0249524122284,0.992516666667,0.0336306187666,0.9892
6,rotation_range,30,0.0249524122284,0.992516666667,0.231444919383,0.9305
6,rotation_range,34,0.0249524122284,0.992516666667,0.330828463857,0.9054
6,rotation_range,60,0.0249524122284,0.992516666667,1.57991838284,0.6863
6,rotation_range,75,0.0249524122284,0.992516666667,2.43608686867,0.5827
6,rotation_range,90,0.0249524122284,0.992516666667,3.15954781265,0.5118
6,width_shift_range,0.2,0.0249524122284,0.992516666667,1.1391356591,0.7618
6,width_shift_range,0.5,0.0249524122284,0.992516666667,4.08386286926,0.3993
6,zoom_range,0.5,0.0249524122284,0.992516666667,0.646460603109,0.8608
6,zoom_range,1.0,0.0249524122284,0.992516666667,2.73622871246,0.554
6,shear_range,0.5,0.0249524122284,0.992516666667,0.139369948716,0.9569
6,shear_range,1.0,0.0249524122284,0.992516666667,1.08443416427,0.7687
7,,,0.0230618089054,0.993133333333,0.03325118724,0.9887
7,rotation_range,30,0.0230618089054,0.993133333333,0.220568734601,0.9335
7,rotation_range,34,0.0230618089054,0.993133333333,0.31846085173,0.9088
7,rotation_range,60,0.0230618089054,0.993133333333,1.61090885887,0.6888
7,rotation_range,75,0.0230618089054,0.993133333333,2.5020267807,0.583
7,rotation_range,90,0.0230618089054,0.993133333333,3.24600676079,0.5137
7,width_shift_range,0.2,0.0230618089054,0.993133333333,1.156258902,0.7622
7,width_shift_range,0.5,0.0230618089054,0.993133333333,4.19162540131,0.3993
7,zoom_range,0.5,0.0230618089054,0.993133333333,0.700194271508,0.86
7,zoom_range,1.0,0.0230618089054,0.993133333333,2.8681654068,0.5552
7,shear_range,0.5,0.0230618089054,0.993133333333,0.142164544851,0.9568
7,shear_range,1.0,0.0230618089054,0.993133333333,1.1667597079,0.7637
8,,,0.0201040312887,0.9941,0.0303455952619,0.9902
8,rotation_range,30,0.0201040312887,0.9941,0.212932253203,0.9348
8,rotation_range,34,0.0201040312887,0.9941,0.306195475855,0.911
8,rotation_range,60,0.0201040312887,0.9941,1.5011207757,0.6897
8,rotation_range,75,0.0201040312887,0.9941,2.31557814407,0.5875
8,rotation_range,90,0.0201040312887,0.9941,2.99111535759,0.5166
8,width_shift_range,0.2,0.0201040312887,0.9941,1.06317980366,0.7678
8,width_shift_range,0.5,0.0201040312887,0.9941,3.95075402527,0.402
8,zoom_range,0.5,0.0201040312887,0.9941,0.660005765525,0.8617
8,zoom_range,1.0,0.0201040312887,0.9941,2.76512638741,0.5537
8,shear_range,0.5,0.0201040312887,0.9941,0.131431869333,0.9601
8,shear_range,1.0,0.0201040312887,0.9941,1.09999029608,0.7652
9,,,0.018412095379,0.994616666667,0.0293885237834,0.9908
9,rotation_range,30,0.018412095379,0.994616666667,0.210581832835,0.9368
9,rotation_range,34,0.018412095379,0.994616666667,0.304638936523,0.9148
9,rotation_range,60,0.018412095379,0.994616666667,1.54013214407,0.6986
9,rotation_range,75,0.018412095379,0.994616666667,2.3768730999,0.5929
9,rotation_range,90,0.018412095379,0.994616666667,3.06279264374,0.5226
9,width_shift_range,0.2,0.018412095379,0.994616666667,1.05005751282,0.7742
9,width_shift_range,0.5,0.018412095379,0.994616666667,4.00347157745,0.4045
9,zoom_range,0.5,0.018412095379,0.994616666667,0.627248525067,0.869
9,zoom_range,1.0,0.018412095379,0.994616666667,2.78994465675,0.5528
9,shear_range,0.5,0.018412095379,0.994616666667,0.126517449288,0.9614
9,shear_range,1.0,0.018412095379,0.994616666667,1.1095534575,0.7694
10,,,0.0174060225731,0.994916666667,0.0299527820848,0.9903
10,rotation_range,30,0.0174060225731,0.994916666667,0.19852887853,0.9408
10,rotation_range,34,0.0174060225731,0.994916666667,0.288067330503,0.9173
10,rotation_range,60,0.0174060225731,0.994916666667,1.4898488452,0.707
10,rotation_range,75,0.0174060225731,0.994916666667,2.32675426102,0.6028
10,rotation_range,90,0.0174060225731,0.994916666667,3.02003237305,0.5304
10,width_shift_range,0.2,0.0174060225731,0.994916666667,1.06525297431,0.7733
10,width_shift_range,0.5,0.0174060225731,0.994916666667,3.99873034592,0.4049
10,zoom_range,0.5,0.0174060225731,0.994916666667,0.683985719438,0.8647
10,zoom_range,1.0,0.0174060225731,0.994916666667,2.90044096642,0.5509
10,shear_range,0.5,0.0174060225731,0.994916666667,0.129668578634,0.9606
10,shear_range,1.0,0.0174060225731,0.994916666667,1.1491861079,0.771
11,,,0.0163612183293,0.995033333333,0.0288366435712,0.9908
11,rotation_range,30,0.0163612183293,0.995033333333,0.214060001942,0.939
11,rotation_range,34,0.0163612183293,0.995033333333,0.310929550992,0.9162
11,rotation_range,60,0.0163612183293,0.995033333333,1.62533248568,0.7039
11,rotation_range,75,0.0163612183293,0.995033333333,2.53278446159,0.5993
11,rotation_range,90,0.0163612183293,0.995033333333,3.27772596741,0.5284
11,width_shift_range,0.2,0.0163612183293,0.995033333333,1.09332853622,0.7743
11,width_shift_range,0.5,0.0163612183293,0.995033333333,4.08952404938,0.4071
11,zoom_range,0.5,0.0163612183293,0.995033333333,0.686210140871,0.8678
11,zoom_range,1.0,0.0163612183293,0.995033333333,3.01127025986,0.555
11,shear_range,0.5,0.0163612183293,0.995033333333,0.133957510592,0.9609
11,shear_range,1.0,0.0163612183293,0.995033333333,1.25246276681,0.7674
