1,0.4072921872138977,0.7460106382978723,0.23528139293193817,0.8054
2,0.1134374663233757,0.9428084935897436,0.1848062127828598,0.8535
3,0.08980042487382889,0.9581781914893617,0.1734892725944519,0.8572
4,0.06989865750074387,0.9689503205128205,0.14582614600658417,0.8814
5,0.06690744310617447,0.9703358707264957,0.15451358258724213,0.862
6,0.05419575423002243,0.976845079787234,0.13787584006786346,0.8856
7,0.05319134145975113,0.9780482104700855,0.16146385669708252,0.855
8,0.052793167531490326,0.9784822382478633,0.13851769268512726,0.8862
9,0.042710162699222565,0.9842253989361702,0.128058061003685,0.8965
10,0.04492543265223503,0.9833733974358975,0.11990682035684586,0.9041
11,0.04127331078052521,0.9844248670212766,0.15150107443332672,0.8659
12,0.037580180913209915,0.9864783653846154,0.11361373215913773,0.9088
